method,task,regime,split,success,success_ci95,contact_mode_f1,contact_mode_f1_ci95,boundary_error,boundary_error_ci95,unsafe_impulse,unsafe_impulse_ci95,jam_rate,jam_rate_ci95,slip_overshoot,slip_overshoot_ci95,intervention_cost,intervention_cost_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups
domain_randomization,tool_levering,combined_contact_shock,combined_stress,0.3061,0.0321,0.2937,0.0075,0.4175,0.0034,0.17,0.0024,0.1657,0.0028,0.1329,0.0028,0.1667,0.0,0.3019,0.0071,7
domain_randomization,mobile_pushing,nominal_contact,nominal,0.5408,0.0582,0.3362,0.0099,0.2695,0.0038,0.0413,0.0035,0.0577,0.0033,0.0427,0.0041,0.1219,0.0,0.334,0.0066,7
domain_randomization,mobile_pushing,nominal_contact,seen_shift,0.5425,0.0209,0.3202,0.0072,0.2764,0.0042,0.045,0.0014,0.0719,0.0019,0.0579,0.0035,0.1322,0.0,0.3222,0.0074,7
domain_randomization,mobile_pushing,nominal_contact,unseen_geometry,0.4881,0.0384,0.3165,0.006,0.2796,0.0066,0.045,0.0035,0.078,0.0038,0.0624,0.0034,0.1374,0.0,0.314,0.0087,7
domain_randomization,mobile_pushing,nominal_contact,unseen_friction,0.5119,0.0488,0.3063,0.0093,0.29,0.0057,0.0464,0.004,0.079,0.0047,0.0987,0.0045,0.1404,0.0,0.3119,0.005,7
domain_randomization,mobile_pushing,nominal_contact,combined_stress,0.4507,0.0465,0.2969,0.0105,0.2885,0.0042,0.0495,0.0029,0.0922,0.0022,0.1017,0.0021,0.1492,0.0,0.3005,0.0052,7
domain_randomization,mobile_pushing,impact_onset,nominal,0.5153,0.0571,0.3329,0.0072,0.3146,0.0024,0.0869,0.0048,0.0748,0.0032,0.0454,0.0059,0.1304,0.0,0.3295,0.0047,7
domain_randomization,mobile_pushing,impact_onset,seen_shift,0.4694,0.0264,0.3192,0.0069,0.3292,0.0075,0.1031,0.0034,0.0913,0.0023,0.0593,0.0038,0.1429,0.0,0.3143,0.0087,7
domain_randomization,mobile_pushing,impact_onset,unseen_geometry,0.4898,0.0473,0.3058,0.01,0.3469,0.0035,0.1238,0.0038,0.1043,0.003,0.0651,0.0015,0.1492,0.0,0.3126,0.0058,7
domain_randomization,mobile_pushing,impact_onset,unseen_friction,0.4388,0.0418,0.3078,0.0072,0.3421,0.0031,0.1175,0.0029,0.1046,0.0027,0.1009,0.0026,0.1528,0.0,0.3104,0.0071,7
domain_randomization,mobile_pushing,impact_onset,combined_stress,0.398,0.0463,0.2935,0.0116,0.3623,0.0034,0.1418,0.0014,0.1217,0.0034,0.1052,0.0044,0.1635,0.0,0.2973,0.0055,7
domain_randomization,mobile_pushing,stick_slip_transition,nominal,0.4966,0.0329,0.3322,0.0085,0.3155,0.0045,0.0661,0.0038,0.0641,0.002,0.0789,0.0029,0.1296,0.0,0.3295,0.0064,7
domain_randomization,mobile_pushing,stick_slip_transition,seen_shift,0.4711,0.0238,0.3162,0.0075,0.3319,0.0047,0.0807,0.0022,0.0855,0.0026,0.1032,0.0039,0.1419,0.0,0.3166,0.0077,7
domain_randomization,mobile_pushing,stick_slip_transition,unseen_geometry,0.4847,0.044,0.317,0.005,0.3392,0.0036,0.0893,0.0031,0.0987,0.0019,0.1122,0.003,0.148,0.0,0.3132,0.0025,7
domain_randomization,mobile_pushing,stick_slip_transition,unseen_friction,0.4337,0.0501,0.3079,0.0069,0.3585,0.0039,0.0858,0.0014,0.0979,0.0034,0.1672,0.0031,0.1516,0.0,0.3066,0.0057,7
domain_randomization,mobile_pushing,stick_slip_transition,combined_stress,0.3963,0.0466,0.2891,0.0073,0.3691,0.0034,0.0994,0.0026,0.1149,0.0042,0.1737,0.0034,0.1621,0.0,0.3002,0.0072,7
domain_randomization,mobile_pushing,unilateral_lift_off,nominal,0.5255,0.0213,0.3279,0.0051,0.2965,0.0029,0.0641,0.0018,0.0612,0.0039,0.0496,0.0056,0.1279,0.0,0.33,0.0086,7
domain_randomization,mobile_pushing,unilateral_lift_off,seen_shift,0.4779,0.0561,0.3205,0.0055,0.3091,0.0023,0.0772,0.0031,0.0769,0.0044,0.0685,0.0043,0.1398,0.0,0.3165,0.006,7
domain_randomization,mobile_pushing,unilateral_lift_off,unseen_geometry,0.4643,0.0438,0.3114,0.0031,0.3192,0.0047,0.0852,0.0034,0.0913,0.002,0.0768,0.0032,0.1458,0.0,0.3141,0.0055,7
domain_randomization,mobile_pushing,unilateral_lift_off,unseen_friction,0.4473,0.0435,0.3054,0.0067,0.3228,0.0033,0.0836,0.0015,0.0894,0.0046,0.1145,0.0037,0.1492,0.0,0.3103,0.0065,7
domain_randomization,mobile_pushing,unilateral_lift_off,combined_stress,0.4201,0.0366,0.2997,0.0079,0.3351,0.0041,0.0948,0.0032,0.1053,0.0037,0.1185,0.0044,0.1594,0.0,0.3011,0.0049,7
domain_randomization,mobile_pushing,contact_jamming,nominal,0.4881,0.0326,0.3357,0.0056,0.2997,0.0046,0.0716,0.0031,0.0851,0.0039,0.0527,0.006,0.1312,0.0,0.3254,0.0063,7
domain_randomization,mobile_pushing,contact_jamming,seen_shift,0.4745,0.032,0.3177,0.0072,0.3144,0.0028,0.0865,0.0037,0.1089,0.0028,0.0736,0.0049,0.1439,0.0,0.318,0.0063,7
domain_randomization,mobile_pushing,contact_jamming,unseen_geometry,0.4303,0.0354,0.3083,0.0085,0.3286,0.0046,0.0982,0.0027,0.1255,0.0043,0.0817,0.0021,0.1503,0.0,0.3156,0.006,7
domain_randomization,mobile_pushing,contact_jamming,unseen_friction,0.4354,0.0133,0.3075,0.0087,0.3347,0.005,0.0994,0.004,0.1139,0.0052,0.1233,0.0016,0.154,0.0,0.3123,0.0034,7
domain_randomization,mobile_pushing,contact_jamming,combined_stress,0.398,0.0301,0.3005,0.0092,0.3437,0.0038,0.1135,0.0026,0.1445,0.003,0.1247,0.004,0.1649,0.0,0.306,0.0025,7
domain_randomization,mobile_pushing,release_snap,nominal,0.5102,0.0421,0.3299,0.0104,0.315,0.0044,0.0821,0.0025,0.0697,0.0054,0.0581,0.0017,0.1309,0.0,0.3338,0.0022,7
domain_randomization,mobile_pushing,release_snap,seen_shift,0.4592,0.0458,0.3218,0.0069,0.3356,0.0029,0.0979,0.0046,0.0899,0.0039,0.0767,0.0029,0.1436,0.0,0.3217,0.0035,7
domain_randomization,mobile_pushing,release_snap,unseen_geometry,0.432,0.0496,0.3193,0.0052,0.349,0.005,0.1189,0.0038,0.0985,0.0024,0.0792,0.003,0.1499,0.0,0.3158,0.0041,7
domain_randomization,mobile_pushing,release_snap,unseen_friction,0.4286,0.0464,0.3072,0.0042,0.3514,0.0035,0.1122,0.0027,0.0993,0.0056,0.1261,0.0047,0.1536,0.0,0.3112,0.0057,7
domain_randomization,mobile_pushing,release_snap,combined_stress,0.3827,0.0406,0.293,0.004,0.3651,0.0041,0.1325,0.0023,0.112,0.0047,0.1278,0.003,0.1644,0.0,0.2972,0.0025,7
domain_randomization,mobile_pushing,combined_contact_shock,nominal,0.5017,0.0336,0.3271,0.0073,0.3353,0.0031,0.0851,0.0023,0.0925,0.0015,0.0721,0.0042,0.1323,0.0,0.3326,0.0012,7
domain_randomization,mobile_pushing,combined_contact_shock,seen_shift,0.4184,0.0332,0.3144,0.0081,0.3628,0.0043,0.1103,0.0024,0.1121,0.0031,0.0995,0.0031,0.1453,0.0,0.3155,0.0044,7
domain_randomization,mobile_pushing,combined_contact_shock,unseen_geometry,0.398,0.0391,0.3088,0.0034,0.3785,0.0026,0.1271,0.0019,0.1265,0.0036,0.1099,0.0021,0.1518,0.0,0.31,0.0062,7
domain_randomization,mobile_pushing,combined_contact_shock,unseen_friction,0.3554,0.0402,0.3064,0.0074,0.387,0.0032,0.1218,0.0019,0.1225,0.0021,0.1607,0.0046,0.1556,0.0,0.3106,0.0044,7
domain_randomization,mobile_pushing,combined_contact_shock,combined_stress,0.3299,0.0393,0.2949,0.0094,0.4052,0.0022,0.1447,0.0024,0.1428,0.0026,0.1627,0.0049,0.1667,0.0,0.2988,0.0027,7
diffusion_policy_surrogate,peg_insertion,nominal_contact,nominal,0.5714,0.0486,0.3496,0.007,0.2763,0.0031,0.0412,0.0023,0.0655,0.0036,0.0378,0.0043,0.1315,0.0,0.3572,0.0086,7
diffusion_policy_surrogate,peg_insertion,nominal_contact,seen_shift,0.5527,0.0269,0.3388,0.0081,0.2823,0.0045,0.046,0.0024,0.0829,0.0042,0.0534,0.0038,0.1419,0.0,0.3504,0.0037,7
diffusion_policy_surrogate,peg_insertion,nominal_contact,unseen_geometry,0.5204,0.0337,0.3353,0.0075,0.2813,0.0074,0.045,0.0019,0.086,0.0049,0.0593,0.0027,0.1471,0.0,0.3419,0.0094,7
diffusion_policy_surrogate,peg_insertion,nominal_contact,unseen_friction,0.5357,0.0475,0.3337,0.0085,0.2876,0.0024,0.0487,0.0035,0.0883,0.0047,0.0913,0.0038,0.15,0.0,0.3403,0.0065,7
diffusion_policy_surrogate,peg_insertion,nominal_contact,combined_stress,0.4711,0.0644,0.3192,0.0077,0.2989,0.003,0.0548,0.0033,0.1077,0.0031,0.0948,0.0042,0.1589,0.0,0.3264,0.0032,7
diffusion_policy_surrogate,peg_insertion,impact_onset,nominal,0.4949,0.0413,0.3621,0.0081,0.3269,0.0023,0.0942,0.0029,0.0857,0.0035,0.0413,0.0029,0.14,0.0,0.3516,0.0045,7
diffusion_policy_surrogate,peg_insertion,impact_onset,seen_shift,0.4915,0.0325,0.3408,0.006,0.3465,0.0023,0.1212,0.0033,0.1046,0.0034,0.0532,0.0039,0.1526,0.0,0.3474,0.0043,7
diffusion_policy_surrogate,peg_insertion,impact_onset,unseen_geometry,0.4677,0.0291,0.3369,0.011,0.3683,0.0047,0.1447,0.0026,0.1197,0.0051,0.0608,0.0035,0.1588,0.0,0.3369,0.0054,7
diffusion_policy_surrogate,peg_insertion,impact_onset,unseen_friction,0.4303,0.0362,0.3273,0.0053,0.3554,0.0053,0.1304,0.0031,0.1216,0.0033,0.0892,0.0032,0.1624,0.0,0.3373,0.0029,7
diffusion_policy_surrogate,peg_insertion,impact_onset,combined_stress,0.415,0.051,0.3152,0.0089,0.3817,0.0021,0.1592,0.0033,0.1438,0.0059,0.0973,0.0045,0.1732,0.0,0.3278,0.0072,7
diffusion_policy_surrogate,peg_insertion,stick_slip_transition,nominal,0.5408,0.0615,0.3592,0.0053,0.3104,0.0037,0.0698,0.0018,0.0855,0.0036,0.0624,0.0023,0.1392,0.0,0.3554,0.0072,7
diffusion_policy_surrogate,peg_insertion,stick_slip_transition,seen_shift,0.466,0.0528,0.3391,0.0074,0.3287,0.0038,0.0838,0.0022,0.0979,0.0022,0.0833,0.0031,0.1515,0.0,0.3428,0.0058,7
diffusion_policy_surrogate,peg_insertion,stick_slip_transition,unseen_geometry,0.4422,0.0568,0.3391,0.0085,0.3351,0.0023,0.094,0.0039,0.1162,0.0057,0.0861,0.0045,0.1577,0.0,0.3347,0.0047,7
diffusion_policy_surrogate,peg_insertion,stick_slip_transition,unseen_friction,0.4473,0.036,0.3246,0.0056,0.3446,0.0035,0.0925,0.0031,0.1147,0.004,0.1321,0.0016,0.1612,0.0,0.3433,0.0076,7
diffusion_policy_surrogate,peg_insertion,stick_slip_transition,combined_stress,0.4286,0.0469,0.3145,0.0053,0.36,0.0044,0.1072,0.0024,0.1324,0.0036,0.1361,0.0057,0.1718,0.0,0.3223,0.0069,7
diffusion_policy_surrogate,peg_insertion,unilateral_lift_off,nominal,0.5527,0.0321,0.3563,0.0101,0.2994,0.0021,0.0703,0.0016,0.0738,0.0041,0.044,0.0059,0.1376,0.0,0.3556,0.006,7
diffusion_policy_surrogate,peg_insertion,unilateral_lift_off,seen_shift,0.5119,0.0356,0.3388,0.0073,0.3145,0.004,0.0857,0.0027,0.0928,0.0055,0.0602,0.0036,0.1495,0.0,0.3453,0.0041,7
diffusion_policy_surrogate,peg_insertion,unilateral_lift_off,unseen_geometry,0.4983,0.0372,0.3386,0.0074,0.326,0.0058,0.0994,0.0026,0.1027,0.0052,0.0646,0.0047,0.1554,0.0,0.3399,0.0039,7
diffusion_policy_surrogate,peg_insertion,unilateral_lift_off,unseen_friction,0.4541,0.02,0.3354,0.0062,0.3237,0.0052,0.0879,0.003,0.1011,0.0038,0.098,0.0042,0.1588,0.0,0.3358,0.0047,7
diffusion_policy_surrogate,peg_insertion,unilateral_lift_off,combined_stress,0.4456,0.0404,0.3173,0.008,0.3355,0.0033,0.1053,0.0025,0.1188,0.0022,0.1044,0.0021,0.169,0.0,0.3314,0.008,7
diffusion_policy_surrogate,peg_insertion,contact_jamming,nominal,0.5493,0.0427,0.3558,0.0092,0.3005,0.0051,0.0771,0.0033,0.1128,0.0037,0.046,0.0027,0.1409,0.0,0.3596,0.0087,7
diffusion_policy_surrogate,peg_insertion,contact_jamming,seen_shift,0.4507,0.0369,0.3459,0.0083,0.3205,0.007,0.0921,0.0028,0.1372,0.0032,0.0612,0.0044,0.1536,0.0,0.3478,0.0071,7
diffusion_policy_surrogate,peg_insertion,contact_jamming,unseen_geometry,0.4167,0.0472,0.3329,0.0091,0.3358,0.0027,0.1112,0.0028,0.1654,0.0028,0.0669,0.0043,0.16,0.0,0.3404,0.0054,7
diffusion_policy_surrogate,peg_insertion,contact_jamming,unseen_friction,0.4473,0.0292,0.3337,0.0081,0.3383,0.0034,0.1055,0.0043,0.1475,0.003,0.1004,0.0032,0.1636,0.0,0.3398,0.0074,7
diffusion_policy_surrogate,peg_insertion,contact_jamming,combined_stress,0.3554,0.0459,0.3241,0.0056,0.3516,0.0053,0.1238,0.0015,0.1784,0.0027,0.1067,0.0055,0.1745,0.0,0.3279,0.0061,7
diffusion_policy_surrogate,peg_insertion,release_snap,nominal,0.5085,0.0528,0.3566,0.0093,0.3221,0.0046,0.0887,0.0036,0.0825,0.0035,0.046,0.0041,0.1406,0.0,0.3583,0.0065,7
diffusion_policy_surrogate,peg_insertion,release_snap,seen_shift,0.4473,0.0329,0.3369,0.0097,0.3409,0.0044,0.1126,0.0035,0.1009,0.0027,0.0627,0.0037,0.1533,0.0,0.3461,0.0051,7
diffusion_policy_surrogate,peg_insertion,release_snap,unseen_geometry,0.4116,0.0521,0.3365,0.0107,0.3621,0.0052,0.1353,0.0033,0.112,0.0029,0.0727,0.0032,0.1596,0.0,0.343,0.0029,7
diffusion_policy_surrogate,peg_insertion,release_snap,unseen_friction,0.4184,0.0324,0.3317,0.0108,0.3564,0.0034,0.1275,0.0056,0.1137,0.0046,0.1039,0.0047,0.1632,0.0,0.3358,0.0045,7
diffusion_policy_surrogate,peg_insertion,release_snap,combined_stress,0.4014,0.0287,0.3166,0.005,0.3811,0.0065,0.1525,0.0017,0.1326,0.0023,0.1091,0.0025,0.1741,0.0,0.3282,0.0067,7
diffusion_policy_surrogate,peg_insertion,combined_contact_shock,nominal,0.4881,0.0581,0.3547,0.0099,0.3422,0.0044,0.0977,0.0027,0.1139,0.0036,0.0538,0.006,0.142,0.0,0.3599,0.0089,7
diffusion_policy_surrogate,peg_insertion,combined_contact_shock,seen_shift,0.4439,0.0466,0.3423,0.0068,0.3629,0.0043,0.1273,0.0022,0.1414,0.0031,0.0799,0.0026,0.155,0.0,0.3479,0.0065,7
diffusion_policy_surrogate,peg_insertion,combined_contact_shock,unseen_geometry,0.3724,0.0278,0.3366,0.0095,0.3831,0.003,0.1478,0.0036,0.1642,0.0062,0.0859,0.0025,0.1615,0.0,0.3454,0.0102,7
diffusion_policy_surrogate,peg_insertion,combined_contact_shock,unseen_friction,0.3929,0.0501,0.3368,0.0117,0.3838,0.0025,0.137,0.0019,0.1521,0.0037,0.1251,0.0035,0.1652,0.0,0.3366,0.007,7
diffusion_policy_surrogate,peg_insertion,combined_contact_shock,combined_stress,0.3401,0.037,0.3179,0.0069,0.4102,0.0039,0.1693,0.0034,0.183,0.0029,0.1331,0.0066,0.1764,0.0,0.3273,0.0054,7
diffusion_policy_surrogate,drawer_opening,nominal_contact,nominal,0.5816,0.0362,0.3534,0.007,0.2646,0.005,0.0379,0.0025,0.0593,0.0017,0.0409,0.0041,0.1315,0.0,0.3588,0.0086,7
diffusion_policy_surrogate,drawer_opening,nominal_contact,seen_shift,0.5663,0.0325,0.3447,0.01,0.2755,0.0048,0.0447,0.0025,0.0716,0.0058,0.0573,0.0035,0.1419,0.0,0.3506,0.0068,7
diffusion_policy_surrogate,drawer_opening,nominal_contact,unseen_geometry,0.5374,0.0518,0.3393,0.0062,0.2776,0.0032,0.0458,0.0024,0.0814,0.0033,0.0577,0.005,0.1471,0.0,0.3323,0.0058,7
diffusion_policy_surrogate,drawer_opening,nominal_contact,unseen_friction,0.5374,0.0379,0.3265,0.0108,0.2813,0.0036,0.0458,0.004,0.0837,0.0044,0.0892,0.0036,0.15,0.0,0.3363,0.0045,7
diffusion_policy_surrogate,drawer_opening,nominal_contact,combined_stress,0.5323,0.0366,0.3232,0.0087,0.2835,0.0025,0.0492,0.0022,0.0963,0.0043,0.0993,0.0027,0.1589,0.0,0.3334,0.0047,7
diffusion_policy_surrogate,drawer_opening,impact_onset,nominal,0.5493,0.0379,0.3524,0.007,0.3063,0.0019,0.08,0.0017,0.078,0.0048,0.0403,0.0045,0.14,0.0,0.3578,0.0087,7
diffusion_policy_surrogate,drawer_opening,impact_onset,seen_shift,0.4966,0.0344,0.3468,0.0074,0.3189,0.0043,0.1036,0.0038,0.0974,0.0045,0.0564,0.0044,0.1526,0.0,0.3439,0.0058,7
diffusion_policy_surrogate,drawer_opening,impact_onset,unseen_geometry,0.4694,0.0449,0.3334,0.0089,0.3376,0.0035,0.1185,0.0023,0.1098,0.0042,0.0624,0.0027,0.1588,0.0,0.3453,0.0083,7
diffusion_policy_surrogate,drawer_opening,impact_onset,unseen_friction,0.5,0.0574,0.3334,0.0069,0.3325,0.009,0.1135,0.0019,0.1092,0.0036,0.0981,0.0031,0.1624,0.0,0.341,0.0065,7
diffusion_policy_surrogate,drawer_opening,impact_onset,combined_stress,0.4337,0.0333,0.3124,0.0053,0.3489,0.0034,0.1388,0.0016,0.1259,0.0024,0.0971,0.005,0.1732,0.0,0.3289,0.0061,7
diffusion_policy_surrogate,drawer_opening,stick_slip_transition,nominal,0.5493,0.0382,0.3548,0.0078,0.3048,0.003,0.0638,0.0018,0.0733,0.0032,0.0719,0.0024,0.1392,0.0,0.3541,0.0065,7
diffusion_policy_surrogate,drawer_opening,stick_slip_transition,seen_shift,0.4966,0.0278,0.3402,0.0075,0.3186,0.0031,0.0757,0.0034,0.0897,0.0019,0.0919,0.0031,0.1515,0.0,0.3452,0.0055,7
diffusion_policy_surrogate,drawer_opening,stick_slip_transition,unseen_geometry,0.4983,0.0362,0.341,0.0076,0.3249,0.0047,0.0873,0.0027,0.1031,0.0051,0.0995,0.0027,0.1577,0.0,0.3441,0.005,7
diffusion_policy_surrogate,drawer_opening,stick_slip_transition,unseen_friction,0.4745,0.0409,0.3369,0.0076,0.3445,0.0022,0.087,0.0024,0.1036,0.0051,0.1526,0.0042,0.1612,0.0,0.3418,0.0056,7
diffusion_policy_surrogate,drawer_opening,stick_slip_transition,combined_stress,0.4099,0.0349,0.3202,0.0063,0.3498,0.0054,0.0981,0.0033,0.1211,0.0058,0.1518,0.0056,0.1718,0.0,0.3261,0.0047,7
diffusion_policy_surrogate,drawer_opening,unilateral_lift_off,nominal,0.5867,0.0559,0.3564,0.004,0.2898,0.0057,0.0618,0.0023,0.0659,0.004,0.0459,0.0039,0.1376,0.0,0.3532,0.0085,7
diffusion_policy_surrogate,drawer_opening,unilateral_lift_off,seen_shift,0.5153,0.0455,0.345,0.0069,0.2985,0.0059,0.0735,0.0027,0.0842,0.0056,0.0663,0.0029,0.1495,0.0,0.3485,0.0056,7
diffusion_policy_surrogate,drawer_opening,unilateral_lift_off,unseen_geometry,0.4983,0.0482,0.3346,0.0094,0.3051,0.0068,0.0846,0.0035,0.0904,0.0033,0.067,0.0041,0.1554,0.0,0.3443,0.0047,7
diffusion_policy_surrogate,drawer_opening,unilateral_lift_off,unseen_friction,0.4983,0.0487,0.3361,0.0062,0.3048,0.0044,0.0814,0.0023,0.0911,0.0026,0.1104,0.0043,0.1588,0.0,0.338,0.0056,7
diffusion_policy_surrogate,drawer_opening,unilateral_lift_off,combined_stress,0.4575,0.0233,0.327,0.0054,0.3211,0.0031,0.0944,0.0024,0.1068,0.0029,0.1077,0.0042,0.169,0.0,0.3268,0.0046,7
diffusion_policy_surrogate,drawer_opening,contact_jamming,nominal,0.5595,0.0342,0.3516,0.0092,0.2926,0.0051,0.0719,0.0044,0.0966,0.0037,0.0499,0.0035,0.1409,0.0,0.3537,0.0032,7
diffusion_policy_surrogate,drawer_opening,contact_jamming,seen_shift,0.4898,0.0528,0.3411,0.0041,0.3045,0.003,0.083,0.0022,0.1227,0.0021,0.0705,0.0032,0.1536,0.0,0.3454,0.0056,7
diffusion_policy_surrogate,drawer_opening,contact_jamming,unseen_geometry,0.432,0.0403,0.3306,0.0098,0.3162,0.0052,0.1018,0.0029,0.1408,0.0035,0.0736,0.0029,0.16,0.0,0.3383,0.0055,7
diffusion_policy_surrogate,drawer_opening,contact_jamming,unseen_friction,0.449,0.0466,0.338,0.005,0.3195,0.0036,0.0954,0.004,0.133,0.0024,0.1109,0.005,0.1636,0.0,0.3382,0.0076,7
diffusion_policy_surrogate,drawer_opening,contact_jamming,combined_stress,0.3861,0.0404,0.3194,0.0078,0.3324,0.0029,0.1115,0.0026,0.1628,0.0021,0.1179,0.0028,0.1745,0.0,0.3315,0.0066,7
diffusion_policy_surrogate,drawer_opening,release_snap,nominal,0.5476,0.0222,0.3558,0.0055,0.3059,0.0044,0.0782,0.0025,0.0761,0.0025,0.0534,0.0031,0.1406,0.0,0.3598,0.0044,7
diffusion_policy_surrogate,drawer_opening,release_snap,seen_shift,0.5153,0.022,0.3381,0.0062,0.3197,0.0053,0.0988,0.0032,0.0911,0.0045,0.0706,0.0034,0.1533,0.0,0.3464,0.0067,7
diffusion_policy_surrogate,drawer_opening,release_snap,unseen_geometry,0.4541,0.043,0.3324,0.0069,0.3326,0.0019,0.1164,0.002,0.1022,0.003,0.0718,0.0043,0.1596,0.0,0.3394,0.0045,7
diffusion_policy_surrogate,drawer_opening,release_snap,unseen_friction,0.4796,0.0273,0.3266,0.0072,0.3369,0.0044,0.1128,0.0033,0.106,0.0044,0.1113,0.0036,0.1632,0.0,0.3423,0.0039,7
diffusion_policy_surrogate,drawer_opening,release_snap,combined_stress,0.4201,0.0387,0.3189,0.0069,0.351,0.0074,0.1304,0.0032,0.1216,0.004,0.1198,0.0036,0.1741,0.0,0.3279,0.0048,7
diffusion_policy_surrogate,drawer_opening,combined_contact_shock,nominal,0.4898,0.0497,0.3473,0.0039,0.3212,0.0052,0.0841,0.0039,0.1019,0.004,0.0628,0.0035,0.142,0.0,0.3592,0.0039,7
diffusion_policy_surrogate,drawer_opening,combined_contact_shock,seen_shift,0.4626,0.0533,0.3429,0.0126,0.3475,0.0032,0.1068,0.0039,0.1238,0.0045,0.0885,0.0034,0.155,0.0,0.347,0.0069,7
diffusion_policy_surrogate,drawer_opening,combined_contact_shock,unseen_geometry,0.4252,0.0333,0.3372,0.0066,0.3589,0.0041,0.125,0.0019,0.1467,0.0046,0.0925,0.0041,0.1615,0.0,0.3384,0.0038,7
diffusion_policy_surrogate,drawer_opening,combined_contact_shock,unseen_friction,0.4235,0.0463,0.3386,0.0036,0.3624,0.0045,0.1207,0.0027,0.1344,0.0029,0.1399,0.0024,0.1652,0.0,0.3339,0.0084,7
diffusion_policy_surrogate,drawer_opening,combined_contact_shock,combined_stress,0.3707,0.0386,0.3197,0.006,0.3836,0.0028,0.1459,0.0034,0.1643,0.0029,0.1444,0.0037,0.1764,0.0,0.3327,0.0042,7
diffusion_policy_surrogate,cable_routing,nominal_contact,nominal,0.5901,0.0589,0.3589,0.0065,0.2696,0.0044,0.0384,0.0034,0.059,0.0031,0.0386,0.0043,0.1315,0.0,0.3593,0.0053,7
diffusion_policy_surrogate,cable_routing,nominal_contact,seen_shift,0.5408,0.0407,0.3413,0.0085,0.2782,0.0041,0.0421,0.0026,0.0743,0.0032,0.0556,0.0056,0.1419,0.0,0.3469,0.0059,7
diffusion_policy_surrogate,cable_routing,nominal_contact,unseen_geometry,0.5051,0.0578,0.3353,0.0068,0.2814,0.0026,0.0446,0.0025,0.0814,0.0035,0.0585,0.0035,0.1471,0.0,0.3365,0.0069,7
diffusion_policy_surrogate,cable_routing,nominal_contact,unseen_friction,0.5323,0.0425,0.3412,0.0052,0.2862,0.0033,0.045,0.0025,0.0791,0.0019,0.0945,0.0044,0.15,0.0,0.3397,0.006,7
diffusion_policy_surrogate,cable_routing,nominal_contact,combined_stress,0.4932,0.0423,0.3222,0.009,0.291,0.002,0.0484,0.0034,0.0994,0.0031,0.0999,0.0027,0.1589,0.0,0.3287,0.0069,7
diffusion_policy_surrogate,cable_routing,impact_onset,nominal,0.5272,0.0403,0.3462,0.0046,0.3048,0.0049,0.0732,0.0027,0.0823,0.0019,0.0427,0.0034,0.14,0.0,0.3554,0.0047,7
diffusion_policy_surrogate,cable_routing,impact_onset,seen_shift,0.4881,0.0455,0.3403,0.0035,0.3183,0.0055,0.0936,0.001,0.1029,0.0037,0.0572,0.0047,0.1526,0.0,0.345,0.0058,7
diffusion_policy_surrogate,cable_routing,impact_onset,unseen_geometry,0.4677,0.0452,0.3333,0.0078,0.332,0.0062,0.1092,0.0043,0.1139,0.0029,0.0621,0.0034,0.1588,0.0,0.3389,0.0051,7
diffusion_policy_surrogate,cable_routing,impact_onset,unseen_friction,0.4762,0.0398,0.3288,0.0089,0.3339,0.0048,0.1057,0.0046,0.1144,0.0039,0.098,0.0024,0.1624,0.0,0.3371,0.0052,7
diffusion_policy_surrogate,cable_routing,impact_onset,combined_stress,0.432,0.0655,0.3195,0.006,0.3451,0.0065,0.1275,0.0017,0.131,0.0034,0.0995,0.0027,0.1732,0.0,0.3287,0.004,7
diffusion_policy_surrogate,cable_routing,stick_slip_transition,nominal,0.5459,0.0547,0.3598,0.0091,0.306,0.0048,0.0581,0.0033,0.0763,0.0034,0.0755,0.0049,0.1392,0.0,0.3599,0.0039,7
diffusion_policy_surrogate,cable_routing,stick_slip_transition,seen_shift,0.5119,0.0507,0.3383,0.0048,0.324,0.0043,0.0739,0.0012,0.0919,0.0029,0.0956,0.0042,0.1515,0.0,0.3482,0.008,7
diffusion_policy_surrogate,cable_routing,stick_slip_transition,unseen_geometry,0.449,0.0413,0.3412,0.0078,0.3307,0.0037,0.0815,0.0013,0.1074,0.0034,0.103,0.0044,0.1577,0.0,0.3476,0.0069,7
diffusion_policy_surrogate,cable_routing,stick_slip_transition,unseen_friction,0.4303,0.0351,0.33,0.0079,0.3492,0.0042,0.0845,0.0033,0.1078,0.0034,0.1555,0.003,0.1612,0.0,0.3403,0.0053,7
diffusion_policy_surrogate,cable_routing,stick_slip_transition,combined_stress,0.3895,0.038,0.3205,0.0043,0.3588,0.0043,0.0942,0.0019,0.1227,0.0026,0.1612,0.0037,0.1718,0.0,0.3309,0.0058,7
diffusion_policy_surrogate,cable_routing,unilateral_lift_off,nominal,0.5425,0.0233,0.3534,0.006,0.2885,0.0059,0.0582,0.0039,0.0689,0.002,0.0486,0.0028,0.1376,0.0,0.3594,0.0061,7
diffusion_policy_surrogate,cable_routing,unilateral_lift_off,seen_shift,0.4592,0.0305,0.3526,0.0071,0.2984,0.0027,0.0694,0.002,0.0833,0.0039,0.0667,0.0022,0.1495,0.0,0.3429,0.0078,7
