method,split,seed,groups,mean_success,ci95_success,mean_utility,ci95_utility,mean_contact_mode_f1,ci95_contact_mode_f1,mean_boundary_error,ci95_boundary_error,mean_complementarity_residual,ci95_complementarity_residual,mean_impulse_violation,ci95_impulse_violation,mean_unsafe_impulse,ci95_unsafe_impulse,mean_jam_rate,ci95_jam_rate,mean_slip_overshoot,ci95_slip_overshoot,mean_mode_switch_latency,ci95_mode_switch_latency,mean_recovery_success,ci95_recovery_success,mean_energy_spike,ci95_energy_spike,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_fixed_risk_coverage,ci95_fixed_risk_coverage,mean_regret_to_oracle,ci95_regret_to_oracle
ensemble_disagreement_planner,actuator_latency,4,80,0.502083,0.041293,0.509897,0.041154,0.359563,0.00134,0.262041,0.005408,0.091128,0.003451,0.0735,0.003892,0.040488,0.002877,0.058241,0.003262,0.060751,0.002673,0.069645,0.004261,0.372014,0.001807,0.067391,0.00345,0.062365,0.000908,0.174226,0.000612,0.546763,0.0008,0.222917,0.0
ensemble_disagreement_planner,actuator_latency,5,80,0.502083,0.047386,0.509976,0.047468,0.360602,0.001462,0.262594,0.005354,0.091554,0.003671,0.073399,0.00377,0.039693,0.002834,0.058105,0.003224,0.060952,0.002585,0.070239,0.004188,0.372442,0.002007,0.067113,0.003492,0.062705,0.000966,0.174134,0.000686,0.546906,0.000782,0.189583,0.0
ensemble_disagreement_planner,actuator_latency,6,80,0.533333,0.049103,0.540454,0.049029,0.358977,0.001359,0.262637,0.00527,0.089922,0.003441,0.073303,0.003863,0.040288,0.002993,0.058471,0.003314,0.060682,0.002659,0.070435,0.004322,0.372337,0.001895,0.066708,0.003441,0.062321,0.001047,0.174264,0.00065,0.546795,0.000815,0.210417,0.0
ensemble_disagreement_planner,actuator_latency,7,80,0.539583,0.046939,0.547205,0.047075,0.360439,0.001493,0.262112,0.005317,0.090521,0.00337,0.072781,0.003889,0.040259,0.003019,0.057952,0.003263,0.060731,0.002509,0.070968,0.004073,0.372389,0.001477,0.067534,0.003386,0.062976,0.000997,0.174125,0.00064,0.546851,0.000796,0.179167,0.0
ensemble_disagreement_planner,actuator_latency,8,80,0.502083,0.050156,0.509159,0.050315,0.35989,0.001634,0.261813,0.005519,0.090893,0.003551,0.073223,0.00377,0.040248,0.002965,0.058289,0.003206,0.061493,0.002691,0.071301,0.004224,0.369181,0.001905,0.066706,0.003445,0.062709,0.001154,0.174728,0.000677,0.546565,0.000808,0.245833,0.0
ensemble_disagreement_planner,actuator_latency,9,80,0.495833,0.043864,0.503995,0.043901,0.360505,0.0014,0.261651,0.005517,0.090484,0.003522,0.073221,0.00381,0.039504,0.002841,0.058891,0.003147,0.060365,0.002595,0.070078,0.004086,0.371109,0.001708,0.067325,0.003421,0.061985,0.001014,0.174046,0.000728,0.546823,0.000774,0.235417,0.0
ensemble_disagreement_planner,sensor_dropout,0,80,0.525,0.041945,0.529425,0.042067,0.3384,0.001526,0.260364,0.004991,0.091972,0.003725,0.074914,0.003942,0.037099,0.00253,0.059678,0.003393,0.063301,0.002613,0.07289,0.003441,0.346936,0.001871,0.066901,0.003277,0.062693,0.000989,0.174963,0.000576,0.543819,0.000755,0.175,0.0
ensemble_disagreement_planner,sensor_dropout,1,80,0.49375,0.040862,0.497655,0.040817,0.338641,0.001724,0.260169,0.005377,0.091522,0.003674,0.074831,0.00386,0.038195,0.002709,0.060825,0.003424,0.063018,0.002704,0.072654,0.003359,0.347104,0.001889,0.068085,0.003323,0.063317,0.0009,0.175837,0.00068,0.543573,0.000834,0.241667,0.0
ensemble_disagreement_planner,sensor_dropout,2,80,0.570833,0.043786,0.575199,0.044106,0.338984,0.001512,0.259569,0.00513,0.091298,0.003624,0.074465,0.004028,0.037357,0.002679,0.059418,0.003382,0.063359,0.00261,0.07285,0.003196,0.347892,0.001872,0.067109,0.003611,0.063678,0.00103,0.175404,0.000638,0.54386,0.000766,0.197917,0.0
ensemble_disagreement_planner,sensor_dropout,3,80,0.5125,0.047129,0.516584,0.047284,0.339325,0.001672,0.259618,0.00516,0.091701,0.003649,0.074544,0.003879,0.037957,0.002693,0.059848,0.003541,0.063865,0.002689,0.072245,0.003446,0.34658,0.001511,0.067606,0.00351,0.063551,0.001143,0.175503,0.000638,0.543607,0.00079,0.222917,0.0
ensemble_disagreement_planner,sensor_dropout,4,80,0.53125,0.046885,0.535397,0.047153,0.339254,0.001641,0.260774,0.005039,0.091722,0.003704,0.074557,0.004108,0.037207,0.00292,0.059559,0.003406,0.063952,0.002741,0.072563,0.003436,0.347822,0.001478,0.067373,0.003468,0.063268,0.000846,0.17505,0.000629,0.543816,0.000812,0.172917,0.0
ensemble_disagreement_planner,sensor_dropout,5,80,0.547917,0.045828,0.552277,0.045684,0.338588,0.001553,0.259805,0.005158,0.091194,0.003843,0.073978,0.004009,0.036683,0.002713,0.060043,0.003277,0.063142,0.002607,0.072693,0.003495,0.348725,0.001511,0.067599,0.003542,0.063845,0.000877,0.175093,0.000667,0.543965,0.000789,0.21875,0.0
ensemble_disagreement_planner,sensor_dropout,6,80,0.504167,0.040668,0.50879,0.040714,0.340555,0.001377,0.260321,0.005068,0.091034,0.003613,0.073285,0.004001,0.037309,0.002703,0.059898,0.00327,0.063791,0.002761,0.07247,0.003334,0.346663,0.001662,0.067957,0.003398,0.063903,0.001041,0.175339,0.000689,0.54371,0.000743,0.233333,0.0
ensemble_disagreement_planner,sensor_dropout,7,80,0.525,0.048654,0.529332,0.048568,0.338371,0.001302,0.259652,0.004851,0.091782,0.003617,0.074578,0.003841,0.037037,0.002694,0.059621,0.003352,0.062408,0.002688,0.072486,0.003264,0.348237,0.001854,0.067826,0.003457,0.062712,0.001125,0.175715,0.000739,0.543984,0.000791,0.21875,0.0
ensemble_disagreement_planner,sensor_dropout,8,80,0.552083,0.050858,0.556541,0.050781,0.339419,0.001544,0.259141,0.005267,0.091467,0.003481,0.073617,0.003995,0.037143,0.002511,0.060137,0.003434,0.062402,0.00267,0.072744,0.003271,0.348468,0.001994,0.068264,0.003399,0.062875,0.00106,0.175423,0.000584,0.543931,0.000749,0.160417,0.0
ensemble_disagreement_planner,sensor_dropout,9,80,0.5375,0.042296,0.54201,0.042541,0.339489,0.001622,0.259849,0.004992,0.092452,0.003479,0.073959,0.004073,0.036242,0.002782,0.060254,0.003352,0.063193,0.002807,0.072932,0.003411,0.347574,0.001907,0.067347,0.003395,0.063527,0.000955,0.175065,0.000773,0.543937,0.000774,0.204167,0.0
ensemble_disagreement_planner,heldout_mixed_non_smooth_stress,0,80,0.527083,0.040446,0.525063,0.040538,0.342393,0.00133,0.273167,0.005837,0.102194,0.004324,0.082825,0.00454,0.042152,0.00291,0.067777,0.004016,0.087212,0.003405,0.073253,0.003851,0.347824,0.00177,0.073212,0.003828,0.072073,0.001153,0.180632,0.000589,0.525992,0.000887,0.172917,0.0
ensemble_disagreement_planner,heldout_mixed_non_smooth_stress,1,80,0.525,0.038591,0.522649,0.038888,0.343057,0.001785,0.273542,0.006007,0.101534,0.004234,0.083521,0.004819,0.041897,0.003019,0.06689,0.004148,0.086684,0.003218,0.073005,0.003983,0.346436,0.001601,0.0732,0.003795,0.071706,0.001027,0.18045,0.000605,0.526078,0.00094,0.1625,0.0
ensemble_disagreement_planner,heldout_mixed_non_smooth_stress,2,80,0.4875,0.04677,0.485639,0.046991,0.342248,0.001426,0.272827,0.006058,0.10177,0.004129,0.08381,0.004629,0.04314,0.00285,0.066987,0.004116,0.086957,0.00343,0.072921,0.003885,0.348682,0.001483,0.073966,0.003745,0.071342,0.001078,0.180622,0.000621,0.525995,0.000895,0.1875,0.0
ensemble_disagreement_planner,heldout_mixed_non_smooth_stress,3,80,0.49375,0.047723,0.491238,0.047808,0.341933,0.001779,0.27364,0.005997,0.102211,0.004229,0.082403,0.004729,0.043253,0.00315,0.067223,0.004184,0.086735,0.003304,0.072493,0.003947,0.346967,0.0015,0.073717,0.003959,0.071269,0.001036,0.180295,0.000686,0.525869,0.000964,0.2125,0.0
ensemble_disagreement_planner,heldout_mixed_non_smooth_stress,4,80,0.516667,0.047067,0.514494,0.047305,0.342426,0.001439,0.272567,0.005877,0.101503,0.0042,0.08331,0.004472,0.041443,0.002991,0.067598,0.004165,0.08717,0.003447,0.072974,0.003939,0.346354,0.00164,0.073843,0.003897,0.071972,0.001056,0.18072,0.000677,0.526031,0.000926,0.208333,0.0
ensemble_disagreement_planner,heldout_mixed_non_smooth_stress,5,80,0.522917,0.042996,0.520753,0.043051,0.34259,0.001662,0.27413,0.005864,0.101357,0.004352,0.083084,0.004522,0.041837,0.003089,0.067806,0.004077,0.086383,0.00342,0.073557,0.003785,0.347114,0.001827,0.073946,0.003807,0.07173,0.001109,0.180593,0.000663,0.52606,0.00094,0.145833,0.0
ensemble_disagreement_planner,heldout_mixed_non_smooth_stress,6,80,0.510417,0.041639,0.508416,0.041771,0.341656,0.001629,0.272912,0.006002,0.100986,0.004181,0.082753,0.004632,0.042432,0.003068,0.068242,0.004139,0.087082,0.003559,0.07343,0.004057,0.347446,0.001534,0.073612,0.004004,0.071518,0.001046,0.180699,0.000726,0.525891,0.000967,0.19375,0.0
ensemble_disagreement_planner,heldout_mixed_non_smooth_stress,7,80,0.458333,0.04667,0.456219,0.046681,0.34131,0.001378,0.273248,0.005885,0.101856,0.004103,0.08316,0.004515,0.041953,0.002899,0.067935,0.004021,0.08574,0.0033,0.072625,0.003879,0.347606,0.001451,0.074136,0.004006,0.071888,0.000962,0.181022,0.000659,0.526111,0.000926,0.26875,0.0
ensemble_disagreement_planner,heldout_mixed_non_smooth_stress,8,80,0.508333,0.048585,0.50626,0.048561,0.342311,0.001432,0.27281,0.005974,0.100904,0.004282,0.082882,0.004785,0.042233,0.003031,0.068007,0.004089,0.086464,0.003346,0.073051,0.003817,0.347946,0.00164,0.073889,0.003877,0.071955,0.000959,0.181332,0.000644,0.526024,0.000921,0.191667,0.0
ensemble_disagreement_planner,heldout_mixed_non_smooth_stress,9,80,0.5125,0.040998,0.510369,0.040925,0.343688,0.001596,0.273783,0.005902,0.101666,0.004139,0.083333,0.00467,0.042378,0.002962,0.067561,0.004176,0.086499,0.003379,0.073667,0.003768,0.348241,0.001558,0.073946,0.003954,0.071728,0.001146,0.181166,0.000615,0.526062,0.000926,0.183333,0.0
conformal_risk_filter,nominal,0,80,0.55,0.046271,0.581161,0.045874,0.38184,0.001609,0.237449,0.003836,0.063704,0.002098,0.048659,0.002132,0.019545,0.001813,0.045987,0.002853,0.03066,0.002269,0.044463,0.002329,0.415561,0.001594,0.045916,0.002406,0.032459,0.000884,0.166568,0.00068,0.65695,0.000591,0.220833,0.0
conformal_risk_filter,nominal,1,80,0.58125,0.043871,0.611592,0.04343,0.378836,0.001442,0.237719,0.003641,0.06446,0.002212,0.047998,0.002161,0.019425,0.001637,0.045872,0.002762,0.030572,0.002062,0.044185,0.002304,0.413939,0.001562,0.046598,0.002385,0.032857,0.001101,0.166891,0.000673,0.65689,0.000552,0.20625,0.0
conformal_risk_filter,nominal,2,80,0.585417,0.043094,0.616103,0.042544,0.380176,0.001792,0.23723,0.003745,0.065028,0.002231,0.048189,0.002221,0.019153,0.001756,0.045043,0.00274,0.029768,0.001981,0.045394,0.002381,0.414574,0.001796,0.046741,0.002331,0.032572,0.00086,0.166727,0.000713,0.657116,0.000546,0.172917,0.0
conformal_risk_filter,nominal,3,80,0.56875,0.047457,0.599596,0.047013,0.38085,0.001458,0.236843,0.003734,0.065286,0.002244,0.048034,0.001995,0.019682,0.001663,0.04655,0.002626,0.030131,0.001802,0.043961,0.002319,0.414766,0.00174,0.046271,0.002364,0.032603,0.000911,0.16688,0.000653,0.656868,0.00055,0.225,0.0
conformal_risk_filter,nominal,4,80,0.56875,0.050558,0.599169,0.049824,0.380184,0.001455,0.237011,0.003712,0.064027,0.002157,0.047898,0.002118,0.019611,0.001832,0.045211,0.002751,0.030174,0.001949,0.044721,0.002357,0.414335,0.001803,0.046043,0.002265,0.03228,0.000922,0.167024,0.000665,0.656984,0.000553,0.204167,0.0
conformal_risk_filter,nominal,5,80,0.5625,0.047344,0.594294,0.047347,0.379291,0.001651,0.237358,0.003797,0.063818,0.002195,0.048526,0.002155,0.019903,0.001735,0.045909,0.002667,0.03024,0.002071,0.045157,0.002439,0.414894,0.001666,0.046255,0.002159,0.03263,0.000961,0.166813,0.000617,0.656898,0.000574,0.202083,0.0
conformal_risk_filter,nominal,6,80,0.591667,0.040219,0.622592,0.03943,0.381125,0.001763,0.236982,0.003866,0.06363,0.002197,0.048353,0.002034,0.01934,0.001775,0.045633,0.002712,0.031414,0.001955,0.044051,0.002331,0.414955,0.001745,0.046619,0.002206,0.033439,0.000866,0.167141,0.000627,0.65692,0.000566,0.179167,0.0
conformal_risk_filter,nominal,7,80,0.558333,0.046525,0.589394,0.046263,0.379443,0.001628,0.23737,0.003715,0.063867,0.00217,0.048913,0.002182,0.020159,0.001557,0.045643,0.002881,0.030909,0.001925,0.04402,0.002254,0.415462,0.001988,0.045936,0.002442,0.031964,0.000892,0.166764,0.000574,0.656867,0.00054,0.20625,0.0
conformal_risk_filter,nominal,8,80,0.6,0.042545,0.63167,0.042217,0.380425,0.001798,0.237607,0.003941,0.064413,0.002316,0.048253,0.002092,0.018676,0.00157,0.046607,0.002608,0.029823,0.002135,0.044285,0.002433,0.415711,0.001841,0.045738,0.002212,0.032436,0.000915,0.166561,0.000653,0.657095,0.000533,0.183333,0.0
conformal_risk_filter,nominal,9,80,0.533333,0.045163,0.565125,0.045121,0.379215,0.001805,0.237218,0.003669,0.064488,0.002162,0.048753,0.001962,0.019462,0.001888,0.045757,0.002572,0.030199,0.002203,0.044518,0.002361,0.415197,0.001766,0.046851,0.002246,0.032591,0.000983,0.166761,0.000563,0.657001,0.000583,0.24375,0.0
conformal_risk_filter,seen_contact_shift,0,80,0.583333,0.043873,0.604117,0.043633,0.362235,0.001572,0.249196,0.004439,0.076555,0.0029,0.057274,0.002761,0.023095,0.002007,0.053904,0.003164,0.045049,0.002518,0.051432,0.002637,0.387461,0.001827,0.056457,0.002962,0.042821,0.00094,0.175075,0.000686,0.630389,0.000677,0.15,0.0
conformal_risk_filter,seen_contact_shift,1,80,0.58125,0.045011,0.601935,0.044773,0.361934,0.001493,0.249462,0.004492,0.077736,0.002934,0.057364,0.002621,0.023319,0.001881,0.054172,0.003287,0.045494,0.002356,0.051375,0.002742,0.386814,0.001932,0.05609,0.002949,0.042466,0.000964,0.175649,0.000606,0.630254,0.000661,0.208333,0.0
conformal_risk_filter,seen_contact_shift,2,80,0.552083,0.046704,0.573027,0.04665,0.361764,0.001673,0.249095,0.004456,0.0774,0.002892,0.057804,0.002795,0.022646,0.001859,0.053181,0.003083,0.045896,0.002281,0.050598,0.002642,0.390375,0.001711,0.055672,0.002903,0.043259,0.000806,0.175836,0.000607,0.630636,0.000618,0.225,0.0
conformal_risk_filter,seen_contact_shift,3,80,0.541667,0.041703,0.563327,0.041937,0.360727,0.001684,0.249615,0.00437,0.077846,0.002881,0.057294,0.002536,0.022722,0.001757,0.053986,0.003223,0.045672,0.002311,0.051515,0.002545,0.389288,0.001758,0.055259,0.002893,0.043577,0.000848,0.175817,0.000682,0.630497,0.000645,0.179167,0.0
conformal_risk_filter,seen_contact_shift,4,80,0.54375,0.046031,0.564937,0.045651,0.363244,0.001476,0.24997,0.004368,0.077613,0.003035,0.057688,0.002793,0.023653,0.001821,0.052926,0.003163,0.046073,0.002399,0.051333,0.002592,0.387817,0.001826,0.056477,0.003018,0.043033,0.000955,0.175303,0.00064,0.630343,0.000595,0.2125,0.0
conformal_risk_filter,seen_contact_shift,5,80,0.535417,0.052844,0.556218,0.052653,0.361223,0.001661,0.249102,0.004397,0.077628,0.003019,0.057496,0.002857,0.022333,0.001934,0.053002,0.003202,0.045772,0.002361,0.051499,0.002735,0.38725,0.001947,0.05529,0.003007,0.043005,0.000989,0.175527,0.000675,0.630523,0.000654,0.21875,0.0
conformal_risk_filter,seen_contact_shift,6,80,0.575,0.05259,0.594283,0.052058,0.362435,0.001743,0.249459,0.0044,0.077551,0.002974,0.057318,0.002768,0.023568,0.001969,0.053188,0.003263,0.045554,0.002384,0.05174,0.002783,0.386218,0.001553,0.055457,0.002949,0.042451,0.000931,0.175192,0.000649,0.630275,0.000665,0.189583,0.0
conformal_risk_filter,seen_contact_shift,7,80,0.552083,0.047777,0.57259,0.047501,0.361492,0.001628,0.249758,0.004345,0.077759,0.003067,0.057593,0.002842,0.023225,0.00186,0.053942,0.00322,0.046133,0.002259,0.051964,0.002664,0.388934,0.001639,0.055324,0.002914,0.043194,0.001003,0.175907,0.000617,0.630367,0.00061,0.225,0.0
conformal_risk_filter,seen_contact_shift,8,80,0.504167,0.043087,0.52578,0.043029,0.363226,0.001595,0.249956,0.004748,0.077605,0.003014,0.056904,0.002738,0.023183,0.001993,0.053448,0.003221,0.045106,0.002331,0.051406,0.002572,0.388693,0.001478,0.055171,0.002757,0.043576,0.001086,0.175265,0.000666,0.630491,0.000651,0.233333,0.0
conformal_risk_filter,seen_contact_shift,9,80,0.566667,0.044863,0.587233,0.044422,0.362587,0.00143,0.249369,0.004394,0.077646,0.002814,0.057471,0.00294,0.022625,0.00195,0.053561,0.003197,0.045671,0.002305,0.051152,0.002663,0.386878,0.001655,0.055222,0.002735,0.043426,0.000892,0.175709,0.000668,0.630409,0.000616,0.145833,0.0
conformal_risk_filter,unseen_geometry,0,80,0.547917,0.046559,0.56249,0.046719,0.350721,0.001603,0.2597,0.00519,0.086442,0.003568,0.065365,0.003418,0.02584,0.00204,0.062334,0.003972,0.049588,0.002446,0.055933,0.002639,0.374037,0.001666,0.06053,0.003123,0.048519,0.000902,0.179561,0.000638,0.616766,0.000721,0.204167,0.0
conformal_risk_filter,unseen_geometry,1,80,0.533333,0.045904,0.54846,0.046087,0.352235,0.001594,0.258732,0.005135,0.086459,0.003813,0.065785,0.003599,0.025718,0.00213,0.061979,0.003854,0.049972,0.002448,0.055529,0.002898,0.374253,0.001643,0.060113,0.003358,0.048009,0.00106,0.180119,0.00065,0.616802,0.000719,0.189583,0.0
conformal_risk_filter,unseen_geometry,2,80,0.525,0.050359,0.539848,0.050431,0.351855,0.001533,0.260097,0.005295,0.086385,0.003486,0.065382,0.003382,0.025674,0.002079,0.061388,0.003867,0.050424,0.00235,0.056761,0.002689,0.374693,0.001751,0.060605,0.003303,0.048825,0.000947,0.180474,0.000683,0.616858,0.000732,0.189583,0.0
conformal_risk_filter,unseen_geometry,3,80,0.489583,0.041232,0.504893,0.041665,0.353748,0.001592,0.260717,0.004868,0.087753,0.003641,0.06404,0.003567,0.025972,0.002129,0.061224,0.004009,0.050457,0.002402,0.055729,0.002759,0.374654,0.002045,0.060205,0.003113,0.04813,0.001046,0.179811,0.00052,0.616824,0.000738,0.241667,0.0
conformal_risk_filter,unseen_geometry,4,80,0.502083,0.037881,0.517092,0.037795,0.351068,0.001434,0.260274,0.005173,0.086331,0.003605,0.065726,0.003502,0.025927,0.002043,0.060867,0.003888,0.050331,0.002495,0.055558,0.002835,0.375894,0.001747,0.06057,0.003062,0.048804,0.000883,0.180589,0.000712,0.616951,0.000714,0.2375,0.0
conformal_risk_filter,unseen_geometry,5,80,0.514583,0.046559,0.52922,0.046793,0.352371,0.001446,0.259918,0.005121,0.086493,0.003535,0.065577,0.00345,0.026134,0.00225,0.061598,0.00398,0.050295,0.002428,0.055783,0.002836,0.373925,0.001778,0.060365,0.00324,0.048304,0.000872,0.179968,0.000703,0.616732,0.000763,0.245833,0.0
conformal_risk_filter,unseen_geometry,6,80,0.552083,0.042937,0.566672,0.043007,0.352554,0.001593,0.260228,0.005035,0.087756,0.003602,0.064846,0.003465,0.026142,0.002202,0.061856,0.003769,0.049583,0.00246,0.055655,0.0028,0.37507,0.001761,0.060027,0.003114,0.049092,0.001063,0.180084,0.000664,0.616831,0.000704,0.216667,0.0
conformal_risk_filter,unseen_geometry,7,80,0.58125,0.042701,0.596227,0.042834,0.351834,0.001558,0.260688,0.005329,0.086356,0.003617,0.064887,0.003475,0.025504,0.002208,0.061348,0.004034,0.050032,0.002499,0.055264,0.002867,0.375052,0.00162,0.060659,0.003203,0.048393,0.000815,0.180052,0.000646,0.61694,0.000763,0.160417,0.0
conformal_risk_filter,unseen_geometry,8,80,0.470833,0.048541,0.485892,0.048484,0.352992,0.001273,0.259479,0.005029,0.087136,0.003513,0.06497,0.00363,0.026362,0.002208,0.062242,0.004028,0.05007,0.002327,0.056163,0.002703,0.375748,0.001752,0.060874,0.00313,0.04828,0.000952,0.180125,0.000686,0.616761,0.000747,0.258333,0.0
conformal_risk_filter,unseen_geometry,9,80,0.54375,0.043774,0.558936,0.043556,0.353498,0.001484,0.26016,0.005128,0.086813,0.00352,0.065603,0.003349,0.025804,0.002168,0.060793,0.004055,0.049625,0.002436,0.055858,0.002789,0.375019,0.001492,0.060933,0.003027,0.048301,0.000889,0.179787,0.000571,0.616981,0.000743,0.158333,0.0
conformal_risk_filter,unseen_friction,0,80,0.55,0.046634,0.561512,0.046762,0.347016,0.001603,0.257655,0.004815,0.086295,0.003391,0.062245,0.002964,0.027241,0.002158,0.057745,0.003419,0.081926,0.003465,0.057429,0.002793,0.36639,0.001498,0.06295,0.003362,0.050798,0.000805,0.182479,0.000753,0.607569,0.000755,0.185417,0.0
conformal_risk_filter,unseen_friction,1,80,0.491667,0.046088,0.503624,0.046144,0.347051,0.001493,0.257377,0.004713,0.086328,0.003349,0.062638,0.003104,0.026375,0.00213,0.057846,0.003393,0.081136,0.003516,0.057846,0.003031,0.367409,0.00167,0.062912,0.003408,0.050825,0.00116,0.18285,0.000596,0.607813,0.000736,0.175,0.0
conformal_risk_filter,unseen_friction,2,80,0.508333,0.041864,0.520706,0.042184,0.346228,0.001389,0.257289,0.004757,0.08513,0.003259,0.06141,0.003151,0.026136,0.002167,0.05764,0.003509,0.082737,0.003541,0.058445,0.003,0.366801,0.001852,0.063318,0.003385,0.050327,0.001069,0.182517,0.00071,0.607705,0.000767,0.235417,0.0
conformal_risk_filter,unseen_friction,3,80,0.53125,0.047953,0.543516,0.048142,0.346926,0.001636,0.257203,0.004689,0.085767,0.003282,0.062108,0.003374,0.027276,0.002072,0.057906,0.00331,0.080918,0.003377,0.058035,0.002827,0.368905,0.001925,0.062694,0.00335,0.051139,0.001003,0.182277,0.000709,0.607779,0.000716,0.18125,0.0
conformal_risk_filter,unseen_friction,4,80,0.510417,0.042443,0.522727,0.042547,0.347016,0.001679,0.25702,0.00479,0.086683,0.003361,0.062599,0.003148,0.026569,0.002149,0.056675,0.003521,0.081863,0.00354,0.058103,0.002913,0.367235,0.001763,0.062421,0.003338,0.050677,0.00105,0.18262,0.000736,0.607832,0.000767,0.222917,0.0
conformal_risk_filter,unseen_friction,5,80,0.558333,0.045794,0.569801,0.045674,0.346875,0.001698,0.2568,0.004835,0.085835,0.003236,0.062357,0.003035,0.026537,0.00212,0.05687,0.003355,0.081125,0.003431,0.056878,0.003062,0.365021,0.001804,0.06258,0.003276,0.051483,0.000939,0.183122,0.00062,0.607744,0.000748,0.191667,0.0
conformal_risk_filter,unseen_friction,6,80,0.566667,0.044103,0.578222,0.043893,0.347879,0.001652,0.258064,0.00473,0.086803,0.003358,0.061871,0.003091,0.02667,0.002064,0.058477,0.003369,0.081211,0.003438,0.056939,0.002866,0.369115,0.001755,0.062694,0.003268,0.050639,0.000913,0.182488,0.00065,0.607802,0.000762,0.175,0.0
conformal_risk_filter,unseen_friction,7,80,0.54375,0.044158,0.555684,0.044084,0.347838,0.001681,0.256839,0.004795,0.086483,0.003317,0.062043,0.003101,0.026539,0.00205,0.057712,0.0035,0.082591,0.003317,0.057852,0.002894,0.366704,0.001719,0.062635,0.003116,0.050327,0.000968,0.183008,0.000696,0.607643,0.000738,0.18125,0.0
conformal_risk_filter,unseen_friction,8,80,0.5375,0.043477,0.550171,0.043795,0.347276,0.001786,0.257012,0.00486,0.085983,0.003309,0.061748,0.003147,0.026791,0.002205,0.057303,0.003426,0.080906,0.003469,0.057706,0.002866,0.369111,0.001568,0.062352,0.003234,0.050636,0.000916,0.182627,0.000587,0.607925,0.000771,0.202083,0.0
conformal_risk_filter,unseen_friction,9,80,0.527083,0.044425,0.53916,0.044567,0.346925,0.001485,0.256995,0.004625,0.085527,0.003193,0.063164,0.003213,0.026794,0.002271,0.058159,0.003313,0.080939,0.003519,0.057581,0.00288,0.366519,0.001578,0.062512,0.003403,0.050598,0.001095,0.183036,0.000589,0.607681,0.000752,0.21875,0.0
conformal_risk_filter,unseen_compliance,0,80,0.558333,0.041945,0.568875,0.042468,0.343124,0.001494,0.265025,0.005465,0.089889,0.003637,0.064724,0.003369,0.02792,0.002234,0.064074,0.004044,0.059595,0.002682,0.060173,0.003027,0.362803,0.001738,0.064098,0.003418,0.053326,0.000951,0.184694,0.000699,0.603605,0.000776,0.2125,0.0
conformal_risk_filter,unseen_compliance,1,80,0.497917,0.044063,0.508735,0.044234,0.344406,0.001404,0.265961,0.005231,0.089471,0.003621,0.065176,0.003444,0.028158,0.002331,0.062755,0.003753,0.059035,0.002658,0.059994,0.002973,0.363986,0.001849,0.06359,0.003539,0.05423,0.001011,0.184438,0.000655,0.603817,0.000776,0.195833,0.0
conformal_risk_filter,unseen_compliance,2,80,0.535417,0.040132,0.54619,0.040536,0.344418,0.001451,0.266722,0.005216,0.089671,0.003341,0.065369,0.00332,0.027814,0.00216,0.062886,0.003836,0.058667,0.002641,0.060005,0.002869,0.36195,0.001614,0.064361,0.003527,0.053759,0.001053,0.184338,0.000666,0.603763,0.000759,0.2,0.0
conformal_risk_filter,unseen_compliance,3,80,0.50625,0.044804,0.516657,0.044278,0.34401,0.001393,0.266177,0.005297,0.088924,0.003468,0.064341,0.003099,0.028302,0.002155,0.063481,0.003814,0.059265,0.002557,0.05995,0.003062,0.362367,0.001751,0.065084,0.003534,0.054536,0.000965,0.184496,0.000687,0.603607,0.000731,0.208333,0.0
conformal_risk_filter,unseen_compliance,4,80,0.516667,0.050527,0.526864,0.050576,0.3447,0.001276,0.265552,0.005162,0.089913,0.003604,0.064873,0.003366,0.027584,0.002218,0.063467,0.00397,0.05962,0.002732,0.059098,0.002999,0.362917,0.001736,0.064945,0.003461,0.053514,0.000924,0.184819,0.000617,0.603721,0.000772,0.197917,0.0
conformal_risk_filter,unseen_compliance,5,80,0.50625,0.047011,0.516802,0.047229,0.34372,0.001764,0.266193,0.005395,0.089605,0.003616,0.065221,0.003369,0.027673,0.002216,0.063577,0.003966,0.059985,0.002693,0.059234,0.002946,0.363701,0.001989,0.064268,0.003467,0.053578,0.001046,0.184913,0.000669,0.603715,0.000777,0.208333,0.0
conformal_risk_filter,unseen_compliance,6,80,0.489583,0.046614,0.500077,0.046622,0.344273,0.001592,0.26647,0.0055,0.08937,0.003537,0.065127,0.003282,0.029046,0.002255,0.062746,0.003867,0.058851,0.002678,0.060148,0.002904,0.362335,0.001987,0.064969,0.003586,0.05277,0.00104,0.184689,0.000792,0.6036,0.000792,0.23125,0.0
conformal_risk_filter,unseen_compliance,7,80,0.53125,0.047953,0.541956,0.04811,0.343031,0.001437,0.26621,0.005265,0.089307,0.003458,0.064651,0.003386,0.026777,0.002322,0.063469,0.00394,0.059027,0.002718,0.059245,0.003002,0.362841,0.001695,0.065465,0.003588,0.053305,0.000997,0.184013,0.000614,0.603885,0.000778,0.214583,0.0
